Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude
SE13 5US,No,51.45924,-0.013354,538116,175234,TQ381752,2/1/2007 12:00:00 AM,3/1/2008 12:00:00 AM,12
SE13 5UT,No,51.45924,-0.013354,538116,175234,TQ381752,1/1/2007 12:00:00 AM,7/1/2007 12:00:00 AM,12
SE13 5UU,No,51.45924,-0.013354,538116,175234,TQ381752,8/1/2006 12:00:00 AM,8/1/2007 12:00:00 AM,12
SE13 5UW,No,51.45924,-0.013354,538116,175234,TQ381752,4/1/2006 12:00:00 AM,5/1/2008 12:00:00 AM,12
SE13 5UX,No,51.45924,-0.013354,538116,175234,TQ381752,4/1/2006 12:00:00 AM,5/1/2007 12:00:00 AM,12
SE13 5UY,No,51.45924,-0.013354,538116,175234,TQ381752,4/1/2005 12:00:00 AM,5/1/2008 12:00:00 AM,12
SE13 5UZ,No,51.45924,-0.013354,538116,175234,TQ381752,4/1/2003 12:00:00 AM,5/1/2007 12:00:00 AM,12
SE13 5WA,No,51.45924,-0.013354,538116,175234,TQ381752,3/1/2006 12:00:00 AM,4/1/2007 12:00:00 AM,12
SE13 5WB,No,51.45924,-0.013354,538116,175234,TQ381752,12/1/1998 12:00:00 AM,7/1/2006 12:00:00 AM,12
SE13 5WD,No,51.45924,-0.013354,538116,175234,TQ381752,6/1/2003 12:00:00 AM,6/1/2008 12:00:00 AM,12
SE13 5WE,No,51.45924,-0.013354,538116,175234,TQ381752,5/1/2003 12:00:00 AM,6/1/2008 12:00:00 AM,12
SE13 5WF,No,51.45924,-0.013354,538116,175234,TQ381752,2/1/2004 12:00:00 AM,6/1/2008 12:00:00 AM,12
SE13 5WG,No,51.45924,-0.013354,538116,175234,TQ381752,3/1/2004 12:00:00 AM,4/1/2009 12:00:00 AM,12
SE13 5WH,Yes,51.45924,-0.013354,538116,175234,TQ381752,5/1/2004 12:00:00 AM,,12
