Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude,Population,Households
IG1 2TS,Yes,51.551957,0.080389,544335,185725,TQ443857,1/1/1980 12:00:00 AM,,12,113,34
IG1 2TT,Yes,51.550738,0.076079,544040,185581,TQ440855,1/1/1980 12:00:00 AM,,13,219,53
IG1 2TU,Yes,51.551457,0.078174,544183,185665,TQ441856,1/1/1980 12:00:00 AM,,12,131,35
IG1 2TW,Yes,51.553011,0.086337,544744,185854,TQ447858,1/1/1980 12:00:00 AM,,11,123,30
IG1 2TX,Yes,51.551271,0.078497,544206,185645,TQ442856,1/1/1980 12:00:00 AM,,12,125,30
IG1 2TY,No,51.55807,0.072373,543760,186389,TQ437863,6/1/1981 12:00:00 AM,2/1/2006 12:00:00 AM,16,,
IG1 2TZ,No,51.55807,0.072373,543760,186389,TQ437863,1/1/1995 12:00:00 AM,1/1/2006 12:00:00 AM,16,,
IG1 2UA,Yes,51.550305,0.080761,544366,185542,TQ443855,7/1/1990 12:00:00 AM,,13,34,19
IG1 2UB,No,51.55807,0.072373,543760,186389,TQ437863,11/1/2002 12:00:00 AM,2/1/2006 12:00:00 AM,16,,
IG1 2UD,Yes,51.55013,0.078474,544208,185518,TQ442855,1/1/1980 12:00:00 AM,,12,161,45
IG1 2UE,Yes,51.550041,0.079393,544272,185510,TQ442855,1/1/1980 12:00:00 AM,,12,41,13
IG1 2UF,Yes,51.550736,0.081271,544400,185591,TQ443855,1/1/1980 12:00:00 AM,,13,79,22
IG1 2UG,Yes,51.550982,0.083663,544565,185623,TQ445856,1/1/1980 12:00:00 AM,,12,170,46
