Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude,Population,Households
E9 6SD,Yes,51.544028,-0.049021,535387,184596,TQ353845,1/1/1980 12:00:00 AM,,16,102,41
E9 6SE,Yes,51.544592,-0.048896,535394,184659,TQ353846,1/1/1980 12:00:00 AM,,15,72,35
E9 6SF,No,51.544061,-0.048832,535400,184600,TQ354846,9/1/1991 12:00:00 AM,7/1/1995 12:00:00 AM,16,,
E9 6SG,Yes,51.544021,-0.048041,535455,184597,TQ354845,1/1/1980 12:00:00 AM,,15,38,13
E9 6SH,Yes,51.544958,-0.049789,535331,184698,TQ353846,1/1/1980 12:00:00 AM,,16,25,20
E9 6SJ,Yes,51.544711,-0.048444,535425,184673,TQ354846,3/1/2014 12:00:00 AM,,15,,
E9 6SN,Yes,51.544194,-0.049807,535332,184613,TQ353846,1/1/1980 12:00:00 AM,,17,148,55
E9 6SP,Yes,51.550554,-0.049391,535342,185321,TQ353853,1/1/1980 12:00:00 AM,,19,41,34
E9 6SQ,Yes,51.543959,-0.048649,535413,184589,TQ354845,1/1/1980 12:00:00 AM,,16,19,13
E9 6SR,Yes,51.550634,-0.046099,535570,185336,TQ355853,4/1/1986 12:00:00 AM,,17,,
E9 6SS,No,51.550327,-0.047122,535500,185300,TQ354852,8/1/1992 12:00:00 AM,5/1/1994 12:00:00 AM,18,,
E9 6ST,No,51.550327,-0.047122,535500,185300,TQ354852,8/1/1993 12:00:00 AM,12/1/1994 12:00:00 AM,18,,
E9 6SW,Yes,51.544194,-0.049807,535332,184613,TQ353846,1/1/1980 12:00:00 AM,,17,74,28
E9 6SY,Yes,51.544091,-0.048485,535424,184604,TQ354846,10/1/2012 12:00:00 AM,,15,,
E9 6XA,No,51.546619,-0.04803,535448,184886,TQ354848,6/1/1997 12:00:00 AM,9/1/2000 12:00:00 AM,14,,
E9 6XB,No,51.546619,-0.04803,535448,184886,TQ354848,12/1/1997 12:00:00 AM,6/1/2000 12:00:00 AM,14,,
E9 6XN,No,51.546619,-0.04803,535448,184886,TQ354848,6/1/1999 12:00:00 AM,9/1/2000 12:00:00 AM,14,,
E9 6XP,No,51.546619,-0.04803,535448,184886,TQ354848,6/1/1999 12:00:00 AM,9/1/2000 12:00:00 AM,14,,
E9 6XQ,No,51.546619,-0.04803,535448,184886,TQ354848,12/1/1998 12:00:00 AM,6/1/2000 12:00:00 AM,14,,
E9 6XR,No,51.544085,-0.050273,535300,184600,TQ353846,6/1/1999 12:00:00 AM,12/1/1999 12:00:00 AM,18,,
E9 6XU,No,51.546619,-0.04803,535448,184886,TQ354848,12/1/1999 12:00:00 AM,9/1/2000 12:00:00 AM,14,,
E9 6ZZ,No,51.550634,-0.046099,535570,185336,TQ355853,12/1/2007 12:00:00 AM,1/1/2008 12:00:00 AM,17,,
E9 7AB,Yes,51.543947,-0.04415,535725,184596,TQ357845,1/1/1980 12:00:00 AM,,15,136,63
E9 7AD,Yes,51.543706,-0.045905,535604,184566,TQ356845,1/1/1980 12:00:00 AM,,16,94,43
E9 7AE,Yes,51.543399,-0.045803,535612,184532,TQ356845,1/1/1980 12:00:00 AM,,17,141,54
E9 7AF,Yes,51.543902,-0.046329,535574,184587,TQ355845,1/1/1980 12:00:00 AM,,16,54,14
E9 7AG,Yes,51.543278,-0.046097,535592,184518,TQ355845,1/1/1980 12:00:00 AM,,17,89,35
E9 7AH,Yes,51.54362,-0.04451,535701,184559,TQ357845,1/1/1980 12:00:00 AM,,16,132,44
E9 7AJ,Yes,51.542963,-0.044466,535706,184486,TQ357844,1/1/1980 12:00:00 AM,,18,28,10
E9 7AL,Yes,51.542767,-0.045643,535625,184462,TQ356844,1/1/1980 12:00:00 AM,,19,132,51
E9 7AN,Yes,51.542407,-0.045629,535627,184422,TQ356844,1/1/1980 12:00:00 AM,,19,175,71
E9 7AP,Yes,51.542374,-0.044203,535726,184421,TQ357844,1/1/1980 12:00:00 AM,,19,119,47
E9 7AQ,No,51.543114,-0.045988,535600,184500,TQ356844,1/1/1991 12:00:00 AM,7/1/1995 12:00:00 AM,18,,
E9 7AS,Yes,51.541878,-0.04519,535659,184364,TQ356843,1/1/1980 12:00:00 AM,,19,83,28
E9 7AT,Yes,51.541376,-0.046928,535540,184305,TQ355843,1/1/1980 12:00:00 AM,,19,63,26
E9 7AU,Yes,51.539994,-0.04817,535458,184149,TQ354841,1/1/1980 12:00:00 AM,,17,56,27
E9 7AW,Yes,51.54199,-0.047075,535528,184373,TQ355843,12/1/1998 12:00:00 AM,,19,28,13
E9 7AX,No,51.539556,-0.048837,535413,184099,TQ354840,1/1/1980 12:00:00 AM,12/1/1997 12:00:00 AM,17,,
E9 7AY,Yes,51.540078,-0.048916,535406,184157,TQ354841,1/1/1980 12:00:00 AM,,17,35,17
E9 7AZ,Yes,51.54047,-0.047616,535495,184203,TQ354842,6/1/1998 12:00:00 AM,,18,23,22
E9 7BA,Yes,51.540723,-0.048182,535455,184230,TQ354842,1/1/1980 12:00:00 AM,,18,94,34
E9 7BB,Yes,51.540845,-0.049056,535394,184242,TQ353842,1/1/1980 12:00:00 AM,,17,,
E9 7BD,Yes,51.54016,-0.049489,535366,184165,TQ353841,6/1/2001 12:00:00 AM,,17,16,8
E9 7BE,No,51.539819,-0.048451,535439,184129,TQ354841,1/1/1980 12:00:00 AM,6/1/1998 12:00:00 AM,17,,
E9 7BF,Yes,51.542909,-0.041757,535894,184485,TQ358844,10/1/2003 12:00:00 AM,,19,5,3
E9 7BG,Yes,51.543094,-0.042095,535870,184505,TQ358845,1/1/1980 12:00:00 AM,,19,36,18
E9 7BH,Yes,51.542268,-0.040544,535980,184416,TQ359844,1/1/1980 12:00:00 AM,,19,98,42
E9 7BJ,Yes,51.542268,-0.040544,535980,184416,TQ359844,1/1/1980 12:00:00 AM,,19,59,26
E9 7BL,Yes,51.542268,-0.040544,535980,184416,TQ359844,1/1/1980 12:00:00 AM,,19,50,24
E9 7BN,Yes,51.542268,-0.040544,535980,184416,TQ359844,1/1/1980 12:00:00 AM,,19,102,46
E9 7BP,Yes,51.543089,-0.040697,535967,184507,TQ359845,1/1/1980 12:00:00 AM,,19,50,21
E9 7BQ,Yes,51.540661,-0.03907,536087,184240,TQ360842,2/1/1984 12:00:00 AM,,19,24,19
E9 7BS,Yes,51.54244,-0.04009,536011,184436,TQ360844,1/1/1980 12:00:00 AM,,18,156,60
E9 7BT,Yes,51.53929,-0.04047,535994,184085,TQ359840,7/1/1983 12:00:00 AM,,18,127,57
E9 7BU,Yes,51.540347,-0.039675,536046,184204,TQ360842,1/1/1980 12:00:00 AM,,19,34,13
E9 7BW,Yes,51.538222,-0.041122,535952,183965,TQ359839,3/1/1982 12:00:00 AM,,18,112,44
E9 7BX,Yes,51.541126,-0.037839,536171,184294,TQ361842,2/1/1990 12:00:00 AM,,18,38,27
E9 7BY,Yes,51.539621,-0.048474,535438,184107,TQ354841,12/1/1999 12:00:00 AM,,17,33,19
E9 7BZ,Yes,51.537624,-0.042445,535862,183896,TQ358838,6/1/2001 12:00:00 AM,,16,42,20
E9 7DA,Yes,51.537112,-0.042511,535859,183839,TQ358838,2/1/1990 12:00:00 AM,,16,40,15
E9 7DB,Yes,51.538101,-0.041963,535894,183950,TQ358839,1/1/1980 12:00:00 AM,,18,150,76
E9 7DF,Yes,51.540135,-0.038819,536106,184182,TQ361841,3/1/1982 12:00:00 AM,,19,99,45
E9 7DG,Yes,51.540808,-0.045222,535660,184245,TQ356842,10/1/2003 12:00:00 AM,,19,22,7
E9 7DH,Yes,51.540512,-0.045249,535659,184212,TQ356842,1/1/1980 12:00:00 AM,,20,136,44
E9 7DJ,Yes,51.541255,-0.046659,535559,184292,TQ355842,1/1/1980 12:00:00 AM,,19,9,6
E9 7DL,Yes,51.540904,-0.045578,535635,184255,TQ356842,1/1/2004 12:00:00 AM,,19,1,1
E9 7DN,Yes,51.539863,-0.045176,535666,184140,TQ356841,1/1/1980 12:00:00 AM,,19,38,13
E9 7DP,Yes,51.540902,-0.043833,535756,184258,TQ357842,1/1/1980 12:00:00 AM,,19,136,53
E9 7DQ,No,51.540625,-0.043413,535786,184228,TQ357842,12/1/1994 12:00:00 AM,6/1/1997 12:00:00 AM,19,,
E9 7DR,Yes,51.540302,-0.043441,535785,184192,TQ357841,1/1/1980 12:00:00 AM,,19,48,20
E9 7DS,Yes,51.537412,-0.042714,535844,183872,TQ358838,12/1/1995 12:00:00 AM,,16,22,10
E9 7DT,Yes,51.539702,-0.042949,535821,184126,TQ358841,1/1/1980 12:00:00 AM,,20,173,70
E9 7DU,Yes,51.540348,-0.044508,535711,184195,TQ357841,1/1/1980 12:00:00 AM,,20,60,24
